subject,age,sex,yrs_edu,age_group,confidence,valence,dprime
B76,24,F,16,Younger Adults,Low Confidence,Loss,1.1882421172255695
B76,24,F,16,Younger Adults,High Confidence,Reward,1.862731867421651
B76,24,F,16,Younger Adults,Low Confidence,Neutral,-0.5058351918462209
B77,28,M,18,Younger Adults,High Confidence,Reward,-0.5058351918462209
B77,28,M,18,Younger Adults,High Confidence,Loss,0.7123824870456432
B77,28,M,18,Younger Adults,High Confidence,Neutral,0.7123824870456432
B77,28,M,18,Younger Adults,Low Confidence,Loss,-0.3983701479042064
B77,28,M,18,Younger Adults,Low Confidence,Reward,0.17013704715029426
B77,28,M,18,Younger Adults,Low Confidence,Neutral,0
B78,25,M,16,Younger Adults,High Confidence,Loss,0.7123824870456432
B78,25,M,16,Younger Adults,High Confidence,Reward,-0.5058351918462209
B78,25,M,16,Younger Adults,Low Confidence,Reward,-0.1857133390814123
B78,25,M,16,Younger Adults,High Confidence,Neutral,0.32861132306910523
B78,25,M,16,Younger Adults,Low Confidence,Neutral,-1.8797906481532023
B78,25,M,16,Younger Adults,Low Confidence,Loss,0
B79,23,M,16,Younger Adults,Low Confidence,Neutral,0
B79,23,M,16,Younger Adults,Low Confidence,Reward,0
B79,23,M,16,Younger Adults,High Confidence,Neutral,1.3739554563069816
B79,23,M,16,Younger Adults,High Confidence,Loss,1.862731867421651
B79,23,M,16,Younger Adults,High Confidence,Reward,1.7054211828114805
B79,23,M,16,Younger Adults,Low Confidence,Loss,-0.383771163976538
B80,70,F,18,Older Adults,Low Confidence,Neutral,-0.383771163976538
B80,70,F,18,Older Adults,High Confidence,Reward,1.6914312289627165
B80,70,F,18,Older Adults,Low Confidence,Reward,-0.383771163976538
B80,70,F,18,Older Adults,High Confidence,Neutral,1.2154811803881709
B80,70,F,18,Older Adults,High Confidence,Loss,1.3768098597423752
B80,70,F,18,Older Adults,Low Confidence,Loss,-0.383771163976538
